face_color,hair_color,upper_color,lower_color
normal,Black,lavender,black
fair,Blonde,spring_green,light_gray
dark,Black,brown,medium_gray
normal,Blonde,light_blue,brown
normal,Blonde,spring_green,tan_brown
dark,Blonde,pink,light_gray
fair,Blonde,orange,charcoal_gray
fair,Brown,yellow,black
fair,Brown,red,navy_blue
fair,Brown,light_blue,medium_gray
dark,Brown,charcoal_gray,dark_blue
normal,Blonde,green,dark_brown
dark,Brown,white,dark_brown
normal,Black,pink,gold
dark,Black,pink,charcoal_gray
dark,Black,medium_gray,black
dark,Black,charcoal_gray,gold
normal,Blonde,purple,brown
fair,Black,sky_blue,dark_blue
dark,Black,burnt_orange,tan_brown
normal,Blonde,light_blue,charcoal_gray
dark,Brown,dark_blue,tan_brown
dark,Black,olive_green,white
normal,Black,navy_blue,charcoal_gray
normal,Brown,light_gray,charcoal_gray
fair,Blonde,khaki_brown,dark_blue
fair,Black,dark_brown,navy_blue
fair,Brown,gold,dark_blue
fair,Brown,dark_brown,gold
dark,Brown,light_blue,light_gray
dark,Brown,olive_green,khaki_brown
fair,Blonde,violet,charcoal_gray
dark,Brown,brown,black
dark,Brown,light_blue,white
normal,Black,black,light_blue
fair,Brown,light_gray,white
fair,Brown,yellow,brown
dark,Black,olive_green,khaki_brown
dark,Blonde,gold,tan_brown
normal,Black,sky_blue,gold
dark,Brown,brown,navy_blue
fair,Blonde,tan_brown,navy_blue
fair,Blonde,yellow,tan_brown
dark,Blonde,dark_brown,light_blue
fair,Black,orange,light_gray
normal,Blonde,burnt_orange,khaki_brown
fair,Brown,gold,brown
dark,Brown,sky_blue,white
fair,Blonde,maroon,khaki_brown
dark,Brown,maroon,dark_blue
dark,Black,charcoal_gray,dark_brown
dark,Black,spring_green,light_blue
dark,Black,purple,gold
normal,Black,violet,navy_blue
fair,Blonde,gold,medium_gray
fair,Black,sky_blue,khaki_brown
normal,Blonde,green,brown
fair,Blonde,charcoal_gray,dark_brown
fair,Brown,spring_green,tan_brown
normal,Blonde,gold,charcoal_gray
fair,Black,blue,black
fair,Brown,purple,gold
normal,Blonde,navy_blue,khaki_brown
normal,Blonde,green,khaki_brown
normal,Black,purple,light_gray
dark,Black,violet,brown
normal,Blonde,maroon,dark_brown
dark,Brown,lavender,navy_blue
dark,Blonde,green,dark_brown
dark,Blonde,charcoal_gray,black
fair,Brown,green,dark_brown
dark,Black,black,dark_brown
fair,Black,olive_green,brown
normal,Blonde,charcoal_gray,tan_brown
dark,Brown,sky_blue,light_blue
dark,Brown,khaki_brown,white
dark,Blonde,gold,light_gray
normal,Black,olive_green,dark_blue
dark,Blonde,olive_green,navy_blue
fair,Black,dark_blue,gold
dark,Black,navy_blue,dark_brown
dark,Blonde,green,medium_gray
normal,Blonde,yellow,khaki_brown
fair,Brown,brown,gold
dark,Blonde,olive_green,white
dark,Blonde,tan_brown,dark_brown
normal,Blonde,red,dark_brown
normal,Blonde,red,navy_blue
dark,Brown,lavender,dark_blue
normal,Black,navy_blue,dark_brown
normal,Blonde,olive_green,gold
normal,Blonde,white,light_gray
dark,Blonde,dark_brown,tan_brown
dark,Brown,brown,brown
normal,Blonde,burnt_orange,dark_brown
dark,Black,sky_blue,tan_brown
normal,Black,blue,navy_blue
fair,Black,charcoal_gray,light_gray
dark,Black,red,brown
fair,Brown,charcoal_gray,light_blue
dark,Blonde,burnt_orange,medium_gray
fair,Brown,tan_brown,gold
fair,Brown,maroon,dark_blue
normal,Black,yellow,medium_gray
dark,Brown,olive_green,tan_brown
dark,Brown,gold,dark_brown
fair,Brown,blue,navy_blue
normal,Black,dark_brown,dark_blue
fair,Black,violet,gold
normal,Blonde,pink,light_gray
normal,Black,blue,medium_gray
normal,Brown,dark_brown,brown
normal,Black,olive_green,gold
dark,Blonde,white,dark_brown
dark,Blonde,purple,black
normal,Brown,green,navy_blue
dark,Brown,dark_blue,medium_gray
fair,Blonde,dark_brown,gold
dark,Brown,sky_blue,medium_gray
normal,Black,purple,khaki_brown
fair,Brown,light_gray,light_gray
dark,Brown,navy_blue,light_blue
normal,Blonde,pink,white
fair,Black,blue,brown
fair,Brown,white,light_gray
dark,Blonde,brown,dark_brown
normal,Brown,burnt_orange,tan_brown
normal,Brown,navy_blue,dark_blue
normal,Blonde,purple,navy_blue
normal,Blonde,red,charcoal_gray
normal,Blonde,light_gray,light_gray
dark,Blonde,white,light_gray
dark,Black,spring_green,medium_gray
fair,Blonde,sky_blue,khaki_brown
dark,Brown,charcoal_gray,khaki_brown
fair,Blonde,blue,charcoal_gray
fair,Black,light_blue,navy_blue
normal,Black,burnt_orange,dark_brown
fair,Black,black,dark_blue
fair,Brown,maroon,gold
normal,Brown,charcoal_gray,gold
dark,Blonde,khaki_brown,khaki_brown
normal,Brown,black,khaki_brown
fair,Black,violet,white
fair,Black,navy_blue,tan_brown
normal,Blonde,olive_green,tan_brown
dark,Blonde,spring_green,brown
normal,Black,dark_blue,medium_gray
fair,Black,brown,dark_brown
fair,Blonde,orange,white
fair,Blonde,dark_brown,medium_gray
dark,Blonde,charcoal_gray,light_gray
dark,Blonde,tan_brown,black
normal,Brown,violet,gold
fair,Brown,medium_gray,light_blue
fair,Blonde,sky_blue,gold
fair,Brown,olive_green,brown
normal,Blonde,medium_gray,white
dark,Brown,light_gray,light_blue
dark,Black,orange,charcoal_gray
dark,Black,dark_brown,gold
fair,Brown,gold,gold
fair,Brown,light_blue,light_gray
fair,Brown,charcoal_gray,khaki_brown
normal,Brown,orange,medium_gray
dark,Brown,yellow,medium_gray
normal,Blonde,charcoal_gray,dark_blue
dark,Black,brown,dark_brown
fair,Blonde,light_blue,light_gray
fair,Blonde,lavender,black
normal,Brown,navy_blue,tan_brown
dark,Black,maroon,medium_gray
dark,Brown,tan_brown,dark_brown
fair,Brown,khaki_brown,navy_blue
normal,Black,black,charcoal_gray
fair,Black,burnt_orange,light_gray
fair,Blonde,red,khaki_brown
normal,Black,tan_brown,navy_blue
fair,Brown,burnt_orange,black
dark,Brown,tan_brown,charcoal_gray
normal,Blonde,violet,dark_blue
normal,Brown,charcoal_gray,white
normal,Black,olive_green,white
dark,Brown,lavender,tan_brown
dark,Black,lavender,charcoal_gray
fair,Brown,navy_blue,light_gray
fair,Black,white,brown
fair,Black,brown,charcoal_gray
normal,Black,orange,gold
fair,Brown,red,dark_brown
dark,Blonde,blue,navy_blue
normal,Black,brown,gold
normal,Black,pink,light_blue
fair,Black,lavender,black
fair,Brown,dark_brown,charcoal_gray
dark,Brown,tan_brown,khaki_brown
dark,Brown,pink,charcoal_gray
fair,Black,brown,light_blue
fair,Black,sky_blue,light_gray
fair,Blonde,blue,navy_blue
normal,Blonde,black,dark_brown
dark,Blonde,spring_green,navy_blue
normal,Brown,medium_gray,navy_blue
dark,Blonde,burnt_orange,charcoal_gray
normal,Black,green,light_blue
normal,Brown,violet,dark_brown
fair,Blonde,lavender,navy_blue
fair,Brown,pink,black
dark,Black,navy_blue,tan_brown
normal,Blonde,green,light_gray
dark,Black,navy_blue,navy_blue
fair,Brown,green,white
normal,Brown,white,black
fair,Blonde,light_blue,tan_brown
fair,Black,purple,dark_blue
dark,Brown,pink,tan_brown
fair,Black,orange,white
normal,Blonde,yellow,medium_gray
dark,Blonde,pink,medium_gray
normal,Brown,light_blue,navy_blue
normal,Brown,maroon,dark_brown
fair,Blonde,red,white
normal,Brown,burnt_orange,black
fair,Brown,charcoal_gray,medium_gray
dark,Black,dark_brown,dark_blue
normal,Blonde,spring_green,khaki_brown
dark,Black,purple,light_gray
dark,Brown,red,dark_blue
dark,Brown,olive_green,black
fair,Blonde,dark_brown,dark_brown
dark,Blonde,pink,khaki_brown
normal,Brown,tan_brown,gold
normal,Blonde,dark_brown,brown
dark,Black,medium_gray,khaki_brown
normal,Brown,charcoal_gray,black
fair,Blonde,green,charcoal_gray
dark,Blonde,blue,medium_gray
normal,Brown,khaki_brown,light_gray
normal,Brown,dark_brown,tan_brown
normal,Blonde,pink,dark_brown
fair,Black,tan_brown,charcoal_gray
normal,Blonde,olive_green,brown
fair,Black,violet,charcoal_gray
fair,Black,gold,tan_brown
dark,Black,blue,navy_blue
fair,Brown,white,khaki_brown
normal,Black,khaki_brown,gold
normal,Brown,yellow,tan_brown
normal,Black,gold,brown
fair,Blonde,navy_blue,dark_brown
normal,Blonde,spring_green,charcoal_gray
fair,Black,spring_green,white
fair,Brown,navy_blue,charcoal_gray
normal,Black,orange,navy_blue
normal,Blonde,light_gray,brown
normal,Black,violet,white
fair,Black,white,navy_blue
fair,Black,charcoal_gray,navy_blue
dark,Blonde,purple,charcoal_gray
dark,Brown,spring_green,dark_blue
fair,Blonde,orange,dark_blue
fair,Black,dark_blue,black
normal,Blonde,medium_gray,light_gray
dark,Blonde,white,light_blue
fair,Blonde,green,dark_brown
dark,Black,charcoal_gray,khaki_brown
dark,Brown,khaki_brown,charcoal_gray
fair,Black,tan_brown,tan_brown
fair,Blonde,purple,dark_blue
fair,Blonde,charcoal_gray,charcoal_gray
fair,Black,black,khaki_brown
dark,Brown,red,black
normal,Black,medium_gray,light_gray
fair,Blonde,charcoal_gray,khaki_brown
dark,Brown,yellow,tan_brown
fair,Blonde,lavender,gold
dark,Black,orange,brown
fair,Black,charcoal_gray,khaki_brown
fair,Brown,green,dark_blue
normal,Black,khaki_brown,khaki_brown
fair,Black,purple,khaki_brown
fair,Brown,yellow,dark_blue
dark,Brown,red,white
normal,Blonde,green,dark_blue
fair,Blonde,dark_brown,dark_blue
dark,Black,red,light_gray
dark,Black,sky_blue,light_gray
fair,Black,maroon,light_blue
normal,Black,pink,dark_brown
normal,Black,light_blue,brown
dark,Black,khaki_brown,light_blue
normal,Black,navy_blue,navy_blue
fair,Brown,violet,navy_blue
normal,Blonde,olive_green,light_gray
fair,Black,blue,gold
dark,Blonde,tan_brown,gold
normal,Brown,black,charcoal_gray
dark,Brown,sky_blue,dark_brown
normal,Black,dark_brown,khaki_brown
dark,Blonde,burnt_orange,dark_blue
dark,Brown,medium_gray,light_gray
dark,Black,olive_green,dark_blue
fair,Black,green,dark_brown
normal,Black,gold,gold
normal,Black,red,charcoal_gray
normal,Black,white,medium_gray
normal,Blonde,dark_brown,light_gray
dark,Brown,violet,tan_brown
fair,Blonde,light_gray,black
normal,Blonde,lavender,charcoal_gray
normal,Brown,yellow,light_gray
dark,Blonde,olive_green,dark_blue
dark,Blonde,white,black
normal,Brown,medium_gray,light_gray
fair,Brown,olive_green,gold
normal,Black,white,charcoal_gray
fair,Blonde,medium_gray,black
normal,Black,yellow,tan_brown
fair,Black,light_blue,black
dark,Brown,orange,dark_brown
fair,Black,tan_brown,white
dark,Black,lavender,white
fair,Black,lavender,charcoal_gray
dark,Black,orange,dark_blue
fair,Brown,light_gray,gold
fair,Blonde,olive_green,gold
dark,Black,black,white
normal,Black,lavender,tan_brown
fair,Blonde,gold,brown
normal,Blonde,red,light_blue
fair,Black,dark_brown,medium_gray
dark,Blonde,burnt_orange,gold
dark,Brown,pink,white
fair,Blonde,sky_blue,tan_brown
dark,Brown,white,khaki_brown
dark,Black,charcoal_gray,white
normal,Brown,red,light_blue
dark,Blonde,burnt_orange,white
dark,Blonde,lavender,tan_brown
dark,Blonde,medium_gray,khaki_brown
fair,Brown,burnt_orange,light_blue
normal,Brown,brown,white
fair,Black,khaki_brown,light_blue
dark,Blonde,tan_brown,khaki_brown
dark,Brown,pink,khaki_brown
normal,Black,burnt_orange,navy_blue
normal,Brown,charcoal_gray,light_blue
fair,Brown,light_blue,black
dark,Black,tan_brown,white
normal,Black,light_blue,medium_gray
fair,Brown,spring_green,dark_brown
fair,Brown,brown,black
fair,Blonde,gold,navy_blue
normal,Blonde,navy_blue,gold
dark,Brown,red,khaki_brown
normal,Brown,red,navy_blue
dark,Black,light_blue,dark_blue
dark,Brown,yellow,khaki_brown
fair,Black,pink,khaki_brown
normal,Black,burnt_orange,medium_gray
normal,Black,spring_green,dark_brown
fair,Blonde,olive_green,charcoal_gray
fair,Blonde,dark_blue,navy_blue
dark,Black,maroon,white
normal,Blonde,lavender,gold
normal,Black,green,brown
normal,Blonde,blue,dark_blue
dark,Black,pink,tan_brown
dark,Blonde,spring_green,dark_brown
fair,Blonde,tan_brown,dark_blue
dark,Black,red,khaki_brown
dark,Blonde,pink,charcoal_gray
fair,Black,black,charcoal_gray
dark,Blonde,pink,light_blue
fair,Brown,brown,navy_blue
fair,Blonde,red,gold
fair,Brown,burnt_orange,dark_brown
fair,Blonde,burnt_orange,gold
dark,Brown,charcoal_gray,light_blue
normal,Black,sky_blue,dark_brown
dark,Black,purple,dark_blue
fair,Brown,purple,navy_blue
fair,Blonde,dark_brown,brown
dark,Blonde,red,light_gray
dark,Brown,brown,dark_blue
fair,Black,red,gold
dark,Brown,orange,charcoal_gray
normal,Black,red,dark_brown
dark,Brown,navy_blue,tan_brown
normal,Black,green,dark_brown
fair,Black,dark_blue,light_blue
dark,Brown,maroon,tan_brown
fair,Blonde,orange,dark_brown
dark,Blonde,sky_blue,white
dark,Black,burnt_orange,white
normal,Black,dark_blue,dark_blue
fair,Blonde,medium_gray,navy_blue
fair,Black,dark_blue,white
fair,Blonde,maroon,charcoal_gray
fair,Black,charcoal_gray,charcoal_gray
fair,Blonde,orange,brown
dark,Black,sky_blue,dark_brown
normal,Brown,khaki_brown,black
fair,Brown,light_gray,light_blue
dark,Black,navy_blue,gold
normal,Blonde,lavender,white
fair,Blonde,light_blue,navy_blue
normal,Black,charcoal_gray,light_gray
fair,Brown,orange,gold
normal,Brown,light_gray,gold
normal,Blonde,burnt_orange,tan_brown
dark,Blonde,light_blue,tan_brown
dark,Brown,white,white
fair,Blonde,orange,medium_gray
dark,Blonde,orange,dark_blue
fair,Brown,orange,dark_brown
fair,Black,burnt_orange,white
dark,Blonde,charcoal_gray,light_blue
fair,Black,purple,medium_gray
normal,Brown,orange,navy_blue
fair,Black,lavender,dark_brown
dark,Black,violet,khaki_brown
dark,Blonde,blue,charcoal_gray
fair,Blonde,blue,dark_blue
dark,Blonde,brown,tan_brown
fair,Black,khaki_brown,gold
normal,Blonde,medium_gray,dark_brown
normal,Black,dark_brown,light_gray
fair,Blonde,blue,white
dark,Blonde,black,dark_blue
dark,Blonde,yellow,white
fair,Black,maroon,light_gray
normal,Black,lavender,dark_blue
dark,Blonde,brown,white
fair,Blonde,orange,tan_brown
normal,Black,tan_brown,medium_gray
fair,Brown,khaki_brown,dark_brown
normal,Blonde,charcoal_gray,dark_brown
fair,Brown,light_blue,khaki_brown
normal,Blonde,burnt_orange,dark_blue
normal,Blonde,sky_blue,medium_gray
fair,Black,pink,light_gray
fair,Black,burnt_orange,brown
fair,Black,sky_blue,tan_brown
fair,Black,sky_blue,navy_blue
normal,Brown,gold,medium_gray
normal,Blonde,violet,brown
fair,Blonde,brown,brown
dark,Blonde,gold,brown
fair,Blonde,charcoal_gray,gold
dark,Black,blue,black
fair,Blonde,spring_green,gold
fair,Black,lavender,dark_blue
dark,Brown,maroon,navy_blue
normal,Brown,white,gold
dark,Blonde,tan_brown,navy_blue
dark,Black,blue,charcoal_gray
normal,Brown,dark_blue,dark_brown
fair,Black,light_gray,brown
normal,Black,orange,light_gray
dark,Black,yellow,navy_blue
dark,Black,white,dark_blue
normal,Brown,lavender,light_gray
fair,Blonde,light_blue,gold
dark,Brown,gold,gold
fair,Brown,light_blue,navy_blue
fair,Blonde,dark_brown,navy_blue
fair,Blonde,purple,brown
fair,Brown,white,white
dark,Brown,charcoal_gray,brown
dark,Black,green,brown
dark,Black,gold,gold
fair,Black,gold,dark_brown
fair,Blonde,medium_gray,dark_blue
normal,Brown,khaki_brown,brown
fair,Black,blue,light_blue
fair,Blonde,white,dark_blue
normal,Brown,dark_brown,navy_blue
dark,Black,red,medium_gray
fair,Black,white,dark_blue
dark,Black,violet,white
normal,Blonde,dark_brown,dark_brown
normal,Black,gold,tan_brown
normal,Black,maroon,medium_gray
normal,Blonde,white,brown
fair,Black,pink,brown
fair,Black,dark_brown,charcoal_gray
dark,Blonde,light_blue,dark_blue
dark,Blonde,khaki_brown,charcoal_gray
normal,Brown,sky_blue,khaki_brown
dark,Black,olive_green,charcoal_gray
fair,Blonde,spring_green,tan_brown
dark,Blonde,violet,dark_brown
normal,Blonde,purple,gold
dark,Brown,light_blue,khaki_brown
normal,Blonde,orange,white
fair,Brown,burnt_orange,light_gray
normal,Blonde,medium_gray,light_blue
dark,Blonde,burnt_orange,tan_brown
dark,Blonde,light_gray,gold
normal,Brown,khaki_brown,dark_blue
dark,Blonde,purple,navy_blue
fair,Brown,yellow,charcoal_gray
dark,Blonde,light_blue,dark_brown
fair,Blonde,light_gray,white
normal,Black,light_blue,tan_brown
normal,Blonde,medium_gray,charcoal_gray
fair,Brown,brown,light_blue
dark,Brown,blue,medium_gray
normal,Brown,orange,light_blue
fair,Black,white,medium_gray
normal,Brown,white,light_blue
dark,Black,light_blue,khaki_brown
dark,Brown,medium_gray,black
normal,Black,burnt_orange,dark_blue
fair,Brown,navy_blue,dark_blue
normal,Brown,sky_blue,tan_brown
dark,Brown,medium_gray,white
dark,Brown,burnt_orange,brown
fair,Black,violet,brown
dark,Black,black,navy_blue
fair,Black,white,black
dark,Brown,brown,dark_brown
dark,Brown,red,gold
normal,Black,blue,light_blue
normal,Black,purple,dark_blue
dark,Black,maroon,navy_blue
dark,Brown,tan_brown,tan_brown
dark,Blonde,burnt_orange,navy_blue
dark,Brown,blue,dark_blue
dark,Brown,brown,medium_gray
dark,Brown,yellow,dark_brown
normal,Blonde,tan_brown,gold
dark,Blonde,burnt_orange,light_blue
dark,Black,light_gray,white
dark,Black,pink,dark_brown
fair,Black,orange,charcoal_gray
normal,Brown,green,charcoal_gray
dark,Brown,dark_blue,light_gray
dark,Brown,dark_brown,gold
dark,Black,spring_green,tan_brown
dark,Blonde,burnt_orange,dark_brown
dark,Brown,olive_green,dark_brown
normal,Blonde,yellow,dark_brown
normal,Brown,brown,tan_brown
normal,Brown,burnt_orange,light_blue
normal,Blonde,orange,navy_blue
fair,Brown,violet,medium_gray
dark,Blonde,lavender,charcoal_gray
dark,Black,gold,charcoal_gray
dark,Brown,olive_green,white
fair,Brown,dark_brown,dark_blue
dark,Black,brown,dark_blue
normal,Blonde,white,white
fair,Blonde,light_gray,dark_brown
dark,Black,maroon,light_gray
dark,Black,gold,brown
dark,Brown,tan_brown,black
fair,Blonde,tan_brown,charcoal_gray
dark,Brown,violet,white
fair,Black,white,dark_brown
normal,Blonde,white,medium_gray
fair,Brown,yellow,khaki_brown
fair,Blonde,navy_blue,khaki_brown
fair,Brown,charcoal_gray,charcoal_gray
fair,Black,dark_blue,medium_gray
normal,Black,brown,brown
fair,Brown,dark_blue,gold
fair,Brown,white,charcoal_gray
dark,Blonde,brown,khaki_brown
normal,Black,dark_brown,tan_brown
normal,Blonde,red,dark_blue
dark,Black,gold,khaki_brown
fair,Brown,tan_brown,tan_brown
fair,Blonde,dark_blue,tan_brown
dark,Brown,burnt_orange,white
dark,Brown,purple,dark_brown
dark,Brown,purple,navy_blue
fair,Brown,yellow,white
normal,Black,maroon,white
normal,Brown,sky_blue,white
fair,Black,green,light_blue
dark,Brown,blue,light_gray
normal,Blonde,maroon,gold
dark,Black,blue,tan_brown
dark,Blonde,medium_gray,dark_blue
dark,Brown,orange,light_gray
dark,Black,blue,dark_blue
fair,Brown,violet,black
fair,Brown,brown,brown
normal,Blonde,green,gold
normal,Brown,medium_gray,dark_blue
dark,Brown,purple,gold
dark,Black,yellow,white
