face,hair,category,location,upper_color,lower_color
normal,Brown,Casual_Chic_Style,West,burnt_orange,white
normal,Blonde,Geeky_chic_Style,North,violet,gold
normal,Brown,Skateboarders,East,olive_green,brown
normal,Brown,Hip_Hop_Style,South,sky_blue,medium_gray
fair,Blonde,Streetwear_Style,East,light_blue,gold
fair,Blonde,Ethnic_fashion_style,North,khaki_brown,tan_brown
fair,Brown,Sports_Wear,West,violet,dark_brown
normal,Black,Sports_Wear,East,olive_green,tan_brown
dark,Brown,Rocker_Chic_Style,West,charcoal_gray,dark_blue
fair,Blonde,Formal_Office_Wear,East,blue,gold
fair,Brown,Girly_Style,West,pink,white
normal,Black,Formal_Office_Wear,South,tan_brown,khaki_brown
normal,Blonde,Retro_Fashion,North,charcoal_gray,brown
normal,Brown,Girly_Style,North,orange,tan_brown
dark,Black,Skateboarders,West,gold,tan_brown
normal,Black,Retro_Fashion,South,white,navy_blue
fair,Brown,Hip_Hop_Style,West,green,brown
normal,Blonde,Hip_Hop_Style,South,light_gray,charcoal_gray
dark,Blonde,Casual_Chic_Style,North,dark_brown,light_blue
fair,Brown,Ethnic_fashion_style,South,spring_green,light_gray
dark,Black,Streetwear_Style,North,green,medium_gray
fair,Black,Business_Casual,West,light_blue,light_blue
fair,Black,Military_style,South,medium_gray,gold
dark,Brown,Rocker_Chic_Style,West,violet,gold
normal,Brown,Flamboyant_style,North,brown,brown
normal,Blonde,Ethnic_fashion_style,West,blue,light_gray
fair,Brown,Retro_Fashion,North,light_blue,gold
normal,Black,Hip_Hop_Style,West,navy_blue,navy_blue
fair,Blonde,Girly_Style,East,gold,light_blue
normal,Brown,Business_Casual,East,lavender,gold
dark,Black,Sports_Wear,North,navy_blue,black
fair,Black,Business_Casual,East,spring_green,brown
fair,Brown,Hip_Hop_Style,North,green,khaki_brown
dark,Brown,Girly_Style,South,charcoal_gray,khaki_brown
fair,Black,Skateboarders,West,yellow,medium_gray
dark,Blonde,Hip_Hop_Style,North,khaki_brown,light_blue
dark,Brown,Casual_Chic_Style,North,pink,brown
dark,Black,Geeky_chic_Style,West,pink,khaki_brown
fair,Blonde,Business_Casual,East,green,dark_blue
fair,Brown,Geeky_chic_Style,East,sky_blue,dark_brown
normal,Brown,Hip_Hop_Style,South,sky_blue,dark_brown
dark,Black,Casual_Chic_Style,West,olive_green,light_blue
fair,Black,Retro_Fashion,South,purple,light_blue
fair,Blonde,Evening_Black_Tie,West,tan_brown,charcoal_gray
fair,Blonde,Girly_Style,West,yellow,navy_blue
normal,Black,Evening_Black_Tie,South,yellow,gold
normal,Blonde,Business_Casual,North,dark_blue,tan_brown
fair,Blonde,Skateboarders,North,gold,light_gray
dark,Blonde,Flamboyant_style,East,orange,black
dark,Blonde,Business_Casual,South,pink,tan_brown
fair,Blonde,Skateboarders,South,charcoal_gray,khaki_brown
fair,Black,Formal_Office_Wear,North,maroon,light_blue
normal,Brown,Streetwear_Style,West,tan_brown,khaki_brown
fair,Brown,Formal_Office_Wear,North,burnt_orange,khaki_brown
fair,Blonde,Military_style,West,lavender,dark_blue
normal,Black,Military_style,East,red,charcoal_gray
normal,Black,Hip_Hop_Style,East,blue,khaki_brown
dark,Black,Flamboyant_style,West,light_gray,khaki_brown
normal,Black,Geeky_chic_Style,North,pink,dark_blue
normal,Black,Casual_Chic_Style,South,brown,black
normal,Blonde,Ethnic_fashion_style,East,tan_brown,white
fair,Blonde,Skateboarders,North,orange,light_gray
fair,Blonde,Skateboarders,North,purple,dark_blue
fair,Brown,Flamboyant_style,East,orange,light_gray
normal,Blonde,Flamboyant_style,East,green,dark_brown
fair,Blonde,Rocker_Chic_Style,South,blue,tan_brown
fair,Blonde,Evening_Black_Tie,West,pink,dark_blue
dark,Black,Military_style,South,dark_blue,gold
normal,Blonde,Flamboyant_style,North,navy_blue,tan_brown
dark,Brown,Geeky_chic_Style,East,lavender,gold
dark,Black,Evening_Black_Tie,West,dark_brown,light_blue
dark,Brown,Military_style,East,red,dark_blue
fair,Black,Retro_Fashion,East,white,charcoal_gray
fair,Brown,Sports_Wear,North,gold,khaki_brown
fair,Black,Girly_Style,East,blue,light_blue
fair,Black,Rocker_Chic_Style,West,black,gold
dark,Blonde,Hip_Hop_Style,West,green,black
normal,Brown,Formal_Office_Wear,West,khaki_brown,gold
dark,Black,Streetwear_Style,South,violet,tan_brown
normal,Brown,Ethnic_fashion_style,East,green,khaki_brown
normal,Black,Geeky_chic_Style,East,khaki_brown,light_blue
dark,Black,Casual_Chic_Style,North,khaki_brown,medium_gray
fair,Brown,Evening_Black_Tie,East,blue,medium_gray
fair,Black,Girly_Style,South,olive_green,dark_brown
dark,Brown,Formal_Office_Wear,North,pink,medium_gray
dark,Black,Hip_Hop_Style,North,sky_blue,light_blue
dark,Black,Formal_Office_Wear,South,lavender,navy_blue
fair,Brown,Military_style,South,dark_blue,navy_blue
fair,Blonde,Ethnic_fashion_style,South,black,white
fair,Black,Ethnic_fashion_style,North,brown,dark_blue
normal,Blonde,Sports_Wear,West,sky_blue,black
normal,Blonde,Military_style,East,light_gray,dark_brown
fair,Black,Geeky_chic_Style,South,light_blue,black
fair,Blonde,Evening_Black_Tie,West,spring_green,medium_gray
fair,Brown,Flamboyant_style,West,dark_blue,charcoal_gray
dark,Brown,Evening_Black_Tie,East,spring_green,khaki_brown
fair,Black,Business_Casual,South,pink,white
fair,Blonde,Hip_Hop_Style,North,burnt_orange,light_blue
normal,Brown,Geeky_chic_Style,North,dark_blue,light_blue
fair,Brown,Formal_Office_Wear,South,pink,light_blue
dark,Brown,Geeky_chic_Style,East,white,white
dark,Brown,Streetwear_Style,North,burnt_orange,navy_blue
normal,Brown,Streetwear_Style,East,dark_blue,medium_gray
dark,Brown,Evening_Black_Tie,North,light_gray,dark_blue
normal,Blonde,Business_Casual,East,green,navy_blue
dark,Blonde,Business_Casual,North,violet,khaki_brown
normal,Blonde,Streetwear_Style,South,medium_gray,navy_blue
dark,Black,Retro_Fashion,East,violet,charcoal_gray
normal,Black,Ethnic_fashion_style,East,white,medium_gray
normal,Black,Ethnic_fashion_style,North,white,dark_blue
dark,Blonde,Casual_Chic_Style,West,orange,navy_blue
fair,Brown,Flamboyant_style,South,gold,light_gray
dark,Brown,Casual_Chic_Style,West,navy_blue,white
dark,Blonde,Streetwear_Style,South,blue,light_gray
fair,Black,Skateboarders,North,charcoal_gray,white
normal,Brown,Sports_Wear,East,khaki_brown,charcoal_gray
normal,Brown,Formal_Office_Wear,North,orange,khaki_brown
normal,Blonde,Geeky_chic_Style,South,maroon,tan_brown
fair,Black,Business_Casual,East,red,tan_brown
dark,Black,Streetwear_Style,North,orange,dark_brown
dark,Blonde,Business_Casual,East,violet,charcoal_gray
normal,Blonde,Retro_Fashion,North,yellow,brown
normal,Black,Skateboarders,West,olive_green,dark_brown
dark,Brown,Casual_Chic_Style,South,gold,light_blue
fair,Black,Rocker_Chic_Style,North,brown,navy_blue
normal,Brown,Girly_Style,East,light_gray,brown
dark,Black,Girly_Style,East,blue,brown
normal,Blonde,Ethnic_fashion_style,South,medium_gray,light_gray
dark,Brown,Military_style,North,purple,khaki_brown
normal,Brown,Ethnic_fashion_style,North,light_gray,light_gray
dark,Brown,Streetwear_Style,South,khaki_brown,brown
dark,Brown,Formal_Office_Wear,South,khaki_brown,charcoal_gray
fair,Black,Evening_Black_Tie,South,dark_brown,dark_brown
dark,Brown,Sports_Wear,West,dark_brown,light_gray
normal,Brown,Business_Casual,South,white,light_gray
normal,Blonde,Casual_Chic_Style,South,tan_brown,khaki_brown
normal,Brown,Formal_Office_Wear,North,olive_green,tan_brown
normal,Blonde,Flamboyant_style,North,charcoal_gray,white
dark,Brown,Hip_Hop_Style,East,gold,white
dark,Brown,Casual_Chic_Style,West,maroon,light_blue
dark,Black,Business_Casual,West,maroon,tan_brown
fair,Black,Military_style,North,pink,brown
normal,Brown,Flamboyant_style,North,yellow,dark_brown
fair,Brown,Streetwear_Style,South,navy_blue,gold
dark,Brown,Casual_Chic_Style,North,sky_blue,charcoal_gray
dark,Black,Retro_Fashion,West,khaki_brown,brown
normal,Blonde,Rocker_Chic_Style,East,khaki_brown,black
normal,Brown,Formal_Office_Wear,East,purple,khaki_brown
normal,Black,Sports_Wear,East,dark_blue,dark_brown
normal,Black,Business_Casual,South,khaki_brown,light_blue
fair,Black,Hip_Hop_Style,South,violet,white
dark,Blonde,Hip_Hop_Style,North,burnt_orange,medium_gray
fair,Brown,Hip_Hop_Style,North,charcoal_gray,light_gray
dark,Black,Geeky_chic_Style,East,black,charcoal_gray
dark,Blonde,Formal_Office_Wear,East,olive_green,khaki_brown
dark,Brown,Formal_Office_Wear,East,green,white
fair,Blonde,Retro_Fashion,North,maroon,black
dark,Black,Business_Casual,West,blue,black
dark,Blonde,Sports_Wear,South,khaki_brown,light_gray
normal,Blonde,Casual_Chic_Style,South,maroon,light_gray
normal,Brown,Retro_Fashion,East,navy_blue,white
fair,Brown,Business_Casual,North,white,light_blue
fair,Black,Flamboyant_style,South,khaki_brown,gold
normal,Brown,Retro_Fashion,West,navy_blue,dark_brown
normal,Brown,Military_style,West,medium_gray,white
normal,Blonde,Retro_Fashion,South,spring_green,navy_blue
dark,Brown,Rocker_Chic_Style,South,lavender,medium_gray
fair,Brown,Flamboyant_style,South,yellow,dark_brown
dark,Brown,Flamboyant_style,West,black,gold
dark,Black,Geeky_chic_Style,East,medium_gray,medium_gray
fair,Brown,Evening_Black_Tie,South,orange,navy_blue
fair,Brown,Ethnic_fashion_style,South,navy_blue,charcoal_gray
normal,Brown,Hip_Hop_Style,East,sky_blue,gold
dark,Black,Hip_Hop_Style,West,pink,medium_gray
fair,Blonde,Ethnic_fashion_style,East,gold,tan_brown
normal,Black,Streetwear_Style,East,tan_brown,medium_gray
normal,Black,Casual_Chic_Style,North,light_blue,charcoal_gray
fair,Blonde,Girly_Style,East,black,light_gray
normal,Blonde,Formal_Office_Wear,South,dark_blue,light_blue
fair,Black,Military_style,East,lavender,dark_brown
fair,Black,Military_style,East,white,light_blue
normal,Black,Retro_Fashion,South,charcoal_gray,light_gray
dark,Blonde,Flamboyant_style,North,olive_green,tan_brown
fair,Black,Flamboyant_style,West,olive_green,dark_blue
dark,Brown,Casual_Chic_Style,North,green,black
fair,Black,Girly_Style,West,dark_blue,dark_blue
fair,Black,Rocker_Chic_Style,South,yellow,light_gray
normal,Blonde,Girly_Style,West,brown,light_blue
fair,Black,Skateboarders,South,brown,khaki_brown
dark,Blonde,Military_style,South,brown,navy_blue
dark,Brown,Streetwear_Style,South,light_gray,dark_blue
dark,Blonde,Retro_Fashion,East,maroon,tan_brown
fair,Black,Hip_Hop_Style,East,navy_blue,light_gray
dark,Brown,Streetwear_Style,West,orange,medium_gray
fair,Brown,Ethnic_fashion_style,East,blue,navy_blue
fair,Brown,Girly_Style,North,spring_green,light_gray
normal,Black,Geeky_chic_Style,South,brown,dark_blue
fair,Blonde,Streetwear_Style,South,burnt_orange,white
fair,Blonde,Sports_Wear,West,red,dark_blue
normal,Black,Formal_Office_Wear,North,olive_green,charcoal_gray
fair,Blonde,Formal_Office_Wear,West,orange,dark_blue
normal,Black,Business_Casual,West,brown,medium_gray
fair,Black,Military_style,East,yellow,dark_blue
normal,Black,Sports_Wear,West,purple,light_gray
dark,Brown,Flamboyant_style,East,khaki_brown,tan_brown
fair,Brown,Military_style,West,khaki_brown,navy_blue
dark,Brown,Business_Casual,East,tan_brown,dark_blue
normal,Blonde,Formal_Office_Wear,West,lavender,dark_blue
normal,Black,Girly_Style,West,yellow,charcoal_gray
fair,Black,Flamboyant_style,South,sky_blue,gold
fair,Blonde,Streetwear_Style,East,medium_gray,dark_blue
dark,Blonde,Ethnic_fashion_style,South,olive_green,light_blue
normal,Blonde,Formal_Office_Wear,South,yellow,light_blue
dark,Brown,Casual_Chic_Style,North,spring_green,khaki_brown
dark,Blonde,Girly_Style,South,yellow,tan_brown
dark,Blonde,Sports_Wear,West,gold,tan_brown
dark,Brown,Business_Casual,North,yellow,light_blue
dark,Blonde,Hip_Hop_Style,West,dark_brown,light_blue
normal,Brown,Hip_Hop_Style,East,light_gray,brown
fair,Black,Military_style,East,violet,tan_brown
fair,Black,Skateboarders,West,maroon,dark_blue
dark,Black,Military_style,North,green,white
fair,Brown,Business_Casual,East,navy_blue,brown
fair,Blonde,Casual_Chic_Style,East,light_gray,brown
fair,Brown,Evening_Black_Tie,West,navy_blue,dark_blue
normal,Blonde,Sports_Wear,North,yellow,black
normal,Brown,Casual_Chic_Style,West,dark_blue,light_gray
dark,Brown,Formal_Office_Wear,West,light_blue,light_blue
normal,Black,Geeky_chic_Style,South,olive_green,dark_brown
normal,Brown,Business_Casual,West,charcoal_gray,light_gray
fair,Brown,Skateboarders,East,green,gold
fair,Blonde,Ethnic_fashion_style,East,tan_brown,brown
fair,Black,Streetwear_Style,East,green,black
dark,Blonde,Evening_Black_Tie,North,tan_brown,dark_blue
fair,Blonde,Military_style,East,khaki_brown,light_gray
normal,Black,Evening_Black_Tie,West,brown,gold
normal,Blonde,Hip_Hop_Style,North,navy_blue,light_gray
dark,Blonde,Streetwear_Style,West,khaki_brown,dark_blue
dark,Brown,Evening_Black_Tie,West,dark_brown,charcoal_gray
dark,Brown,Streetwear_Style,West,black,khaki_brown
normal,Black,Streetwear_Style,South,dark_blue,dark_brown
dark,Brown,Skateboarders,West,brown,white
dark,Brown,Skateboarders,East,light_blue,gold
normal,Black,Skateboarders,West,dark_blue,navy_blue
dark,Black,Retro_Fashion,East,lavender,medium_gray
fair,Black,Streetwear_Style,West,light_gray,tan_brown
dark,Black,Military_style,South,spring_green,dark_brown
normal,Brown,Streetwear_Style,West,dark_blue,dark_brown
fair,Blonde,Ethnic_fashion_style,East,tan_brown,gold
normal,Blonde,Sports_Wear,North,light_gray,khaki_brown
normal,Blonde,Business_Casual,East,navy_blue,white
normal,Brown,Retro_Fashion,North,dark_brown,tan_brown
normal,Black,Military_style,South,red,black
normal,Brown,Ethnic_fashion_style,South,black,charcoal_gray
normal,Blonde,Flamboyant_style,North,white,light_gray
fair,Blonde,Rocker_Chic_Style,West,burnt_orange,khaki_brown
normal,Blonde,Hip_Hop_Style,West,sky_blue,tan_brown
normal,Blonde,Girly_Style,West,violet,gold
dark,Blonde,Business_Casual,North,violet,white
normal,Blonde,Retro_Fashion,North,gold,light_blue
dark,Brown,Ethnic_fashion_style,North,purple,white
normal,Brown,Geeky_chic_Style,South,lavender,gold
fair,Brown,Streetwear_Style,North,dark_brown,khaki_brown
dark,Blonde,Rocker_Chic_Style,East,yellow,light_blue
normal,Blonde,Ethnic_fashion_style,North,yellow,light_gray
normal,Black,Evening_Black_Tie,South,khaki_brown,charcoal_gray
fair,Black,Ethnic_fashion_style,West,navy_blue,medium_gray
normal,Blonde,Ethnic_fashion_style,East,charcoal_gray,tan_brown
fair,Blonde,Hip_Hop_Style,South,orange,tan_brown
fair,Brown,Hip_Hop_Style,South,sky_blue,medium_gray
fair,Blonde,Rocker_Chic_Style,South,brown,light_blue
normal,Brown,Flamboyant_style,South,yellow,black
normal,Black,Business_Casual,North,dark_brown,tan_brown
dark,Blonde,Retro_Fashion,East,black,navy_blue
normal,Black,Flamboyant_style,West,yellow,khaki_brown
normal,Black,Military_style,West,tan_brown,brown
normal,Blonde,Girly_Style,West,blue,tan_brown
normal,Brown,Evening_Black_Tie,South,dark_blue,medium_gray
normal,Blonde,Ethnic_fashion_style,West,purple,khaki_brown
normal,Brown,Evening_Black_Tie,East,burnt_orange,gold
fair,Blonde,Casual_Chic_Style,East,dark_brown,white
dark,Blonde,Hip_Hop_Style,West,pink,dark_brown
dark,Blonde,Flamboyant_style,South,blue,khaki_brown
fair,Blonde,Military_style,North,sky_blue,tan_brown
dark,Blonde,Business_Casual,East,charcoal_gray,medium_gray
normal,Brown,Rocker_Chic_Style,North,burnt_orange,brown
normal,Blonde,Girly_Style,South,purple,gold
dark,Brown,Retro_Fashion,East,yellow,dark_blue
dark,Brown,Flamboyant_style,West,green,white
dark,Blonde,Hip_Hop_Style,West,maroon,dark_brown
fair,Brown,Military_style,North,khaki_brown,khaki_brown
normal,Black,Girly_Style,East,light_gray,dark_brown
fair,Black,Military_style,East,dark_blue,gold
fair,Blonde,Ethnic_fashion_style,West,dark_brown,tan_brown
fair,Black,Geeky_chic_Style,West,khaki_brown,dark_brown
fair,Black,Girly_Style,East,violet,charcoal_gray
fair,Brown,Rocker_Chic_Style,West,light_gray,light_gray
fair,Blonde,Evening_Black_Tie,North,dark_blue,black
fair,Brown,Girly_Style,West,orange,light_gray
fair,Brown,Evening_Black_Tie,East,charcoal_gray,tan_brown
dark,Black,Evening_Black_Tie,North,burnt_orange,gold
fair,Brown,Ethnic_fashion_style,East,burnt_orange,light_gray
fair,Black,Casual_Chic_Style,North,pink,light_gray
dark,Blonde,Hip_Hop_Style,East,medium_gray,khaki_brown
normal,Blonde,Evening_Black_Tie,East,medium_gray,black
dark,Blonde,Skateboarders,East,charcoal_gray,light_blue
normal,Black,Skateboarders,East,olive_green,khaki_brown
fair,Black,Formal_Office_Wear,East,pink,black
dark,Brown,Geeky_chic_Style,South,gold,charcoal_gray
dark,Brown,Formal_Office_Wear,West,olive_green,tan_brown
dark,Blonde,Skateboarders,South,khaki_brown,light_blue
fair,Brown,Streetwear_Style,West,dark_blue,charcoal_gray
normal,Brown,Girly_Style,South,navy_blue,brown
fair,Black,Ethnic_fashion_style,West,dark_brown,medium_gray
fair,Black,Formal_Office_Wear,North,sky_blue,dark_blue
fair,Black,Sports_Wear,South,medium_gray,khaki_brown
dark,Brown,Business_Casual,West,yellow,navy_blue
normal,Blonde,Sports_Wear,East,dark_brown,charcoal_gray
normal,Blonde,Geeky_chic_Style,West,khaki_brown,light_blue
normal,Black,Business_Casual,West,pink,brown
normal,Blonde,Streetwear_Style,South,orange,khaki_brown
dark,Black,Geeky_chic_Style,West,light_gray,charcoal_gray
dark,Black,Retro_Fashion,East,olive_green,white
dark,Brown,Skateboarders,North,light_blue,gold
fair,Black,Rocker_Chic_Style,South,tan_brown,charcoal_gray
dark,Blonde,Formal_Office_Wear,South,spring_green,medium_gray
dark,Blonde,Evening_Black_Tie,South,brown,light_gray
normal,Brown,Military_style,South,dark_blue,gold
dark,Black,Hip_Hop_Style,West,red,light_gray
dark,Brown,Ethnic_fashion_style,East,dark_blue,dark_blue
fair,Black,Flamboyant_style,West,burnt_orange,medium_gray
fair,Brown,Sports_Wear,South,dark_blue,tan_brown
normal,Blonde,Skateboarders,West,tan_brown,light_blue
dark,Black,Business_Casual,East,sky_blue,light_gray
normal,Brown,Business_Casual,East,burnt_orange,white
dark,Blonde,Evening_Black_Tie,South,purple,medium_gray
fair,Blonde,Casual_Chic_Style,West,yellow,dark_blue
fair,Brown,Sports_Wear,North,medium_gray,dark_brown
normal,Brown,Evening_Black_Tie,East,orange,charcoal_gray
normal,Brown,Geeky_chic_Style,West,brown,dark_blue
fair,Black,Skateboarders,East,dark_blue,medium_gray
dark,Black,Business_Casual,North,white,charcoal_gray
normal,Black,Hip_Hop_Style,North,white,gold
dark,Blonde,Hip_Hop_Style,West,orange,dark_brown
dark,Black,Business_Casual,West,purple,light_blue
fair,Brown,Ethnic_fashion_style,West,tan_brown,tan_brown
dark,Blonde,Flamboyant_style,North,burnt_orange,brown
fair,Blonde,Formal_Office_Wear,North,tan_brown,navy_blue
fair,Black,Ethnic_fashion_style,North,khaki_brown,light_gray
normal,Brown,Hip_Hop_Style,West,dark_blue,gold
normal,Blonde,Skateboarders,East,yellow,gold
fair,Blonde,Retro_Fashion,North,medium_gray,white
dark,Blonde,Rocker_Chic_Style,South,khaki_brown,charcoal_gray
fair,Black,Sports_Wear,West,olive_green,dark_brown
fair,Blonde,Geeky_chic_Style,East,blue,tan_brown
fair,Black,Girly_Style,East,red,charcoal_gray
fair,Black,Evening_Black_Tie,South,blue,dark_brown
fair,Brown,Skateboarders,South,maroon,medium_gray
dark,Blonde,Evening_Black_Tie,East,white,dark_brown
fair,Black,Formal_Office_Wear,North,dark_brown,white
fair,Blonde,Military_style,West,burnt_orange,charcoal_gray
normal,Blonde,Skateboarders,West,dark_brown,dark_blue
dark,Blonde,Flamboyant_style,West,pink,tan_brown
normal,Black,Retro_Fashion,South,charcoal_gray,white
dark,Black,Formal_Office_Wear,South,maroon,dark_blue
fair,Blonde,Flamboyant_style,West,yellow,gold
normal,Brown,Skateboarders,South,green,brown
fair,Blonde,Sports_Wear,South,olive_green,white
fair,Brown,Business_Casual,North,lavender,medium_gray
fair,Blonde,Evening_Black_Tie,East,navy_blue,charcoal_gray
fair,Blonde,Retro_Fashion,East,light_gray,gold
dark,Blonde,Rocker_Chic_Style,North,violet,medium_gray
normal,Black,Streetwear_Style,West,spring_green,medium_gray
dark,Brown,Business_Casual,North,black,black
dark,Black,Casual_Chic_Style,North,black,navy_blue
dark,Blonde,Rocker_Chic_Style,North,purple,light_blue
dark,Blonde,Military_style,West,red,tan_brown
fair,Brown,Sports_Wear,West,blue,brown
dark,Blonde,Retro_Fashion,East,brown,navy_blue
normal,Black,Girly_Style,South,blue,light_blue
dark,Black,Hip_Hop_Style,South,maroon,light_blue
normal,Black,Geeky_chic_Style,South,white,brown
normal,Black,Flamboyant_style,East,violet,dark_blue
dark,Blonde,Sports_Wear,South,gold,charcoal_gray
normal,Blonde,Hip_Hop_Style,West,sky_blue,light_gray
fair,Blonde,Retro_Fashion,North,gold,dark_blue
dark,Blonde,Hip_Hop_Style,South,charcoal_gray,dark_brown
dark,Brown,Geeky_chic_Style,North,olive_green,charcoal_gray
dark,Black,Geeky_chic_Style,North,khaki_brown,charcoal_gray
fair,Black,Military_style,East,olive_green,medium_gray
dark,Black,Streetwear_Style,North,spring_green,black
normal,Brown,Ethnic_fashion_style,West,lavender,black
fair,Brown,Hip_Hop_Style,South,khaki_brown,black
dark,Black,Casual_Chic_Style,West,white,medium_gray
dark,Black,Hip_Hop_Style,West,blue,brown
normal,Black,Evening_Black_Tie,North,yellow,navy_blue
fair,Brown,Ethnic_fashion_style,North,maroon,black
dark,Brown,Military_style,West,light_gray,dark_blue
fair,Black,Flamboyant_style,East,light_gray,light_blue
fair,Blonde,Skateboarders,North,gold,tan_brown
fair,Brown,Skateboarders,North,brown,black
normal,Blonde,Ethnic_fashion_style,North,orange,gold
dark,Brown,Military_style,West,green,light_gray
normal,Blonde,Streetwear_Style,North,white,navy_blue
fair,Blonde,Streetwear_Style,North,black,light_blue
dark,Blonde,Hip_Hop_Style,East,lavender,brown
normal,Black,Ethnic_fashion_style,West,light_gray,white
fair,Black,Evening_Black_Tie,West,dark_brown,charcoal_gray
fair,Brown,Sports_Wear,East,navy_blue,charcoal_gray
fair,Black,Retro_Fashion,South,black,brown
normal,Black,Rocker_Chic_Style,South,navy_blue,black
normal,Black,Business_Casual,North,orange,white
fair,Brown,Skateboarders,North,purple,medium_gray
fair,Blonde,Military_style,North,light_gray,light_blue
dark,Black,Girly_Style,East,lavender,light_blue
normal,Brown,Skateboarders,North,dark_brown,medium_gray
fair,Black,Skateboarders,North,lavender,tan_brown
dark,Brown,Evening_Black_Tie,North,burnt_orange,white
normal,Blonde,Geeky_chic_Style,West,charcoal_gray,medium_gray
dark,Blonde,Rocker_Chic_Style,West,dark_brown,gold
dark,Brown,Ethnic_fashion_style,East,olive_green,khaki_brown
fair,Brown,Sports_Wear,South,black,khaki_brown
normal,Blonde,Skateboarders,West,tan_brown,khaki_brown
fair,Brown,Skateboarders,East,red,gold
normal,Blonde,Business_Casual,South,sky_blue,light_gray
normal,Blonde,Geeky_chic_Style,West,black,gold
dark,Black,Ethnic_fashion_style,West,sky_blue,light_gray
fair,Black,Ethnic_fashion_style,North,lavender,tan_brown
normal,Black,Geeky_chic_Style,North,olive_green,tan_brown
fair,Black,Military_style,South,navy_blue,light_gray
fair,Black,Business_Casual,South,light_gray,black
normal,Brown,Sports_Wear,East,dark_blue,charcoal_gray
dark,Black,Sports_Wear,East,dark_brown,charcoal_gray
dark,Brown,Skateboarders,East,dark_blue,white
fair,Brown,Evening_Black_Tie,East,brown,white
normal,Blonde,Girly_Style,North,light_blue,light_blue
normal,Black,Retro_Fashion,West,yellow,khaki_brown
fair,Brown,Formal_Office_Wear,South,purple,gold
dark,Blonde,Ethnic_fashion_style,North,sky_blue,light_gray
normal,Black,Girly_Style,South,green,medium_gray
normal,Brown,Casual_Chic_Style,North,dark_brown,light_blue
normal,Brown,Geeky_chic_Style,North,black,tan_brown
normal,Brown,Flamboyant_style,South,brown,navy_blue
normal,Brown,Evening_Black_Tie,South,brown,brown
fair,Blonde,Retro_Fashion,South,brown,khaki_brown
normal,Blonde,Rocker_Chic_Style,West,orange,dark_blue
normal,Blonde,Business_Casual,West,red,light_gray
dark,Black,Sports_Wear,North,spring_green,navy_blue
normal,Black,Retro_Fashion,North,orange,dark_blue
normal,Blonde,Rocker_Chic_Style,West,olive_green,dark_brown
fair,Brown,Formal_Office_Wear,South,gold,tan_brown
normal,Brown,Skateboarders,South,olive_green,light_blue
fair,Black,Girly_Style,North,charcoal_gray,tan_brown
dark,Black,Streetwear_Style,South,medium_gray,tan_brown
fair,Black,Casual_Chic_Style,West,sky_blue,navy_blue
fair,Brown,Evening_Black_Tie,East,pink,white
normal,Blonde,Business_Casual,East,pink,white
dark,Brown,Military_style,North,light_blue,tan_brown
normal,Brown,Retro_Fashion,South,brown,khaki_brown
normal,Black,Hip_Hop_Style,East,khaki_brown,dark_brown
dark,Black,Business_Casual,North,maroon,brown
fair,Black,Casual_Chic_Style,West,dark_blue,brown
dark,Blonde,Casual_Chic_Style,South,pink,dark_brown
dark,Blonde,Retro_Fashion,South,sky_blue,light_gray
fair,Blonde,Evening_Black_Tie,South,burnt_orange,black
dark,Blonde,Streetwear_Style,West,burnt_orange,medium_gray
normal,Black,Evening_Black_Tie,East,spring_green,white
fair,Black,Military_style,South,gold,tan_brown
normal,Brown,Geeky_chic_Style,North,khaki_brown,khaki_brown
fair,Black,Flamboyant_style,North,black,brown
dark,Black,Business_Casual,North,orange,white
fair,Blonde,Formal_Office_Wear,West,yellow,tan_brown
dark,Blonde,Geeky_chic_Style,East,sky_blue,brown
fair,Black,Ethnic_fashion_style,West,purple,dark_brown
dark,Black,Ethnic_fashion_style,East,light_gray,navy_blue
normal,Black,Sports_Wear,East,light_gray,navy_blue
normal,Blonde,Military_style,South,pink,brown
normal,Blonde,Streetwear_Style,West,dark_blue,light_blue
fair,Brown,Flamboyant_style,North,orange,light_blue
dark,Blonde,Hip_Hop_Style,South,spring_green,light_blue
dark,Black,Geeky_chic_Style,South,light_blue,light_gray
dark,Black,Hip_Hop_Style,East,violet,tan_brown
dark,Blonde,Streetwear_Style,North,purple,dark_blue
dark,Black,Streetwear_Style,South,gold,black
dark,Blonde,Hip_Hop_Style,West,yellow,white
normal,Blonde,Sports_Wear,North,gold,light_gray
dark,Black,Skateboarders,East,light_blue,brown
normal,Black,Retro_Fashion,North,black,charcoal_gray
normal,Black,Flamboyant_style,East,medium_gray,khaki_brown
normal,Blonde,Rocker_Chic_Style,West,lavender,black
normal,Brown,Evening_Black_Tie,West,violet,brown
fair,Black,Formal_Office_Wear,North,sky_blue,black
dark,Black,Military_style,North,burnt_orange,light_gray
dark,Black,Flamboyant_style,West,tan_brown,light_gray
normal,Brown,Formal_Office_Wear,North,violet,white
dark,Black,Skateboarders,West,medium_gray,brown
dark,Brown,Ethnic_fashion_style,North,spring_green,white
normal,Brown,Geeky_chic_Style,West,light_gray,navy_blue
fair,Black,Sports_Wear,South,gold,khaki_brown
normal,Brown,Skateboarders,South,pink,dark_blue
fair,Blonde,Evening_Black_Tie,West,purple,tan_brown
fair,Black,Flamboyant_style,East,purple,black
